n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
103;L1_Var103;Вибр. 6.45 бункера 45 пуск;DO;Конвейер №5а;Вибратор 6.45;;5;1;6;16;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
104;L1_Var104;Конвейер 3.7 пуск;DO;Конвейер №5а;Конвейер 3.7;;5;1;6;16;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
105;L1_Var105;Конвейер 3.11  пуск;DO;Конвейер №5а;Конвейер 3.11 ;;5;1;6;17;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
106;L1_Var106;Затвор шлюзовый 21.1 пуск;DO;Конвейер №5а;Затвор шлюзовый 21.1;;5;1;6;17;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
107;L1_Var107;Насос УОВМ-100К 18.2 пуск;DO;Конвейер №5а;Насос УОВМ-100К 18.2;;5;1;6;17;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
108;L1_Var108;Открыть отсечной клапан УОВМ-100К 18.2;DO;Конвейер №5а;Отсечной клапан УОВМ-100К 18.2;;5;1;6;17;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
109;L1_Var109;Продуть форсунки УОВМ-100К 18.2;DO;Конвейер №5а;Продувка форсунки 18.2;;5;1;6;17;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
110;L1_Var110;УЗ-С4 25.5 - Загрузить продукт;DO;КМД №3;УЗ-С4 25.5;;5;1;6;17;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
111;L1_Var111;Открыть задвижку 9.109;DO;КМД №3;Задвижка 9.109;;5;1;6;19;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
112;L1_Var112;Закрыть задвижку 9.109;DO;КМД №3;Задвижка 9.109;;5;1;6;19;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
113;L1_Var113;Открыть задвижку 9.110;DO;КМД №3;Задвижка 9.110;;5;1;6;19;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
114;L1_Var114;Закрыть задвижку 9.110;DO;КМД №3;Задвижка 9.110;;5;1;6;19;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
115;L1_Var115;Открыть задвижку 9.112;DO;КМД №3;Задвижка 9.112;;5;1;6;19;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
116;L1_Var116;Закрыть задвижку 9.112;DO;КМД №3;Задвижка 9.112;;5;1;6;19;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
117;L1_Var117;Открыть задвижку 25.5.1;DO;КМД №3;Задвижка 25.5.1;;5;1;6;19;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
118;L1_Var118;Открыть задвижку 9.111;DO;КСД №3;Задвижка 9.111;;5;1;6;20;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
119;L1_Var119;Закрыть задвижку 9.111;DO;КМД №3;Задвижка 9.111;;5;1;6;20;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
120;L1_Var120;Открыть заслонку весов 7.7;DO;КМД №3;Заслонка весов 7.7;;5;1;6;20;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
121;L1_Var121;ВБ 7.7 Пневмомолоток;DO;КМД №3;ВБ 7.7 Пневмомолоток;;5;1;6;20;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
122;L1_Var122;Шнек 1 Пуск;DO;КМД №3;Шнек 1 24.1;;7;1;6;52;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
123;L1_Var123;Шнек 2 Пуск;DO;КМД №3;Шнек 2 24.1;;7;1;6;52;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
124;L1_Var124;Шнек 3 Пуск;DO;КМД №3;Шнек 3 24.1;;7;1;6;52;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
125;L1_Var125;Шнек 4 Пуск;DO;КМД №3;Шнек 4 24.1;;7;1;6;52;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
126;L1_Var126;Шнек 5 Пуск;DO;КМД №3;Шнек 5 24.1;;7;1;6;52;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
127;L1_Var127;Шнек 6 Пуск;DO;КМД №3;Шнек 6 24.1;;7;1;6;52;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
128;L1_Var128;Шнек 7 Пуск;DO;КМД №3;Шнек 7 24.1;;7;1;6;52;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
129;L1_Var129;Шнек 8 Пуск;DO;КМД №3;Шнек 8 24.1;;7;1;6;52;9;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
130;L1_Var130;Шнек 9 Пуск;DO;КМД №3;Шнек 9 24.1;;7;1;6;52;12;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
131;L1_Var131;Шнек 10 Пуск;DO;КМД №3;Шнек 10 24.1;;7;1;6;52;13;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
132;L1_Var132;Шнек 11 Пуск;DO;КМД №3;Шнек 11 24.1;;7;1;6;52;14;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
133;L1_Var133;Шнек 12 Пуск;DO;КМД №3;Шнек 12 24.1;;7;1;6;52;15;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
134;L1_Var134;Разгрузочный Шнек Пуск;DO;КМД №3;Конвейер 24.1;;7;1;6;52;16;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
135;L1_Var135;Вибратор Разгрузки Пуск;DO;Каскад 3;Вибратор 24.1;;7;1;6;52;17;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
136;L1_Var136;Опустить лоток;DO;Каскад 3;Лоток 24.1;;7;1;6;52;18;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
137;L1_Var137;Открыть фиксатор;DO;Грохот №5;Фиксатор 24.1;;7;1;6;52;19;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
138;L1_Var138;ПЧ1 - Пуск;DO;КСД №3;ПЧ1 24.1 (Шнеки 1..4);;7;1;6;52;22;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
139;L1_Var139;ПЧ1 - Скорость 1;DO;КСД №3;ПЧ1 24.1 (Шнеки 1..4);;7;1;6;52;23;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
140;L1_Var140;ПЧ1 - Скорость 2;DO;КСД №3;ПЧ1 24.1 (Шнеки 1..4);;7;1;6;52;24;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
141;L1_Var141;ПЧ2 - Пуск;DO;КСД №3;ПЧ2 24.1 (Шнеки 5..8);;7;1;6;52;25;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
142;L1_Var142;ПЧ2 - Скорость 1;DO;Каскад 3;ПЧ2 24.1 (Шнеки 5..8);;7;1;6;52;26;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
143;L1_Var143;ПЧ2 - Скорость 2;DO;Каскад 3;ПЧ2 24.1 (Шнеки 5..8);;7;1;6;52;27;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
144;L1_Var144;ПЧ3 - Пуск;DO;Грохот №6;ПЧ3 24.1 (Шнеки 9..12);;7;1;6;52;32;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
145;L1_Var145;ПЧ3 - Скорость 1;DO;Каскад 3;ПЧ3 24.1 (Шнеки 9..12);;7;1;6;52;33;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
146;L1_Var146;ПЧ3 - Скорость 2;DO;Каскад 3;ПЧ3 24.1 (Шнеки 9..12);;7;1;6;52;34;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
147;L1_Var147;Заслонка весов 7.2 Закрыта;DI;КМД №3;Заслонка весов 7.2;;4;1;2;48;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
148;L1_Var148;Задвижка 9.94 Открыта;DI;КМД №3;Задвижка 9.94;;4;1;2;48;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
149;L1_Var149;Задвижка 9.94 Закрыта;DI;КМД №3;Задвижка 9.94;;4;1;2;48;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
150;L1_Var150;Нижний уровень Б 9;DI;КМД №3;Б 9;;4;1;2;48;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
151;L1_Var151;Заслонка весов 7.3 Закрыта;DI;КМД №3;Заслонка весов 7.3;;4;1;2;48;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
152;L1_Var152;Задвижка 9.95 Открыта;DI;КМД №3;Задвижка 9.95;;4;1;2;48;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
153;L1_Var153;Задвижка 9.95 Закрыта;DI;Конвейер №5а;Задвижка 9.95;;4;1;2;48;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
154;L1_Var154;Нижний уровень Б 10;DI;Каскад 3;Б 10;;4;1;2;48;9;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
155;L1_Var155;Весы 7.2 норма ПЧ;DI;Каскад 3;Весы 7.2 ПЧ;;3;1;2;41;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
156;L1_Var156;Питатель 4.С43 включен;DI;Каскад 3;Питатель 4.С43;;3;1;2;41;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
157;L1_Var157;Питатель 4.С58 включен;DI;Конвейер №6;Питатель 4.С58;;3;1;2;41;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
158;L1_Var158;Питатель 4.С71 включен;DI;Конвейер №5;Питатель 4.С71;;3;1;2;41;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
159;L1_Var159;Питатель 4.С44 включен;DI;Каскад 3;Питатель 4.С44;;3;1;2;41;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
160;L1_Var160;Питатель 4.С57 включен;DI;Пластинчатый питатель №5;Питатель 4.С57;;3;1;2;41;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
161;L1_Var161;Питатель 4.С70 включен;DI;Конвейер №5;Питатель 4.С70;;3;1;2;41;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
162;L1_Var162;Питатель 4.С45 включен;DI;Каскад 3;Питатель 4.С45;;3;1;2;41;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
163;L1_Var163;Питатель 4.С56 включен;DI;Грохот №5;Питатель 4.С56;;3;1;2;42;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
164;L1_Var164;Питатель 4.С69 включен;DI;Каскад 3;Питатель 4.С69;;3;1;2;42;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
165;L1_Var165;Вибр. 6.С58 включен;DI;КСД №3;Вибратор 6.С58;;3;1;2;42;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
166;L1_Var166;Вибр. 6.С71 включен;DI;КСД №3;Вибратор 6.С71;;3;1;2;42;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
167;L1_Var167;Вибр. 6.С70 включен;DI;КСД №3;Вибратор 6.С70;;3;1;2;42;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
168;L1_Var168;Вибр. 6.С56 включен;DI;КСД №3;Вибратор 6.С56;;3;1;2;42;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
169;L1_Var169;Вибр. 6.С69 включен;DI;КСД №3;Вибратор 6.С69;;3;1;2;42;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
170;L1_Var170;Весы 7.3 норма ПЧ;DI;КСД №3;Весы 7.3 ПЧ;;3;1;2;42;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
171;L1_Var171;Питатель 4.С40 включен;DI;КСД №3;Питатель 4.С40;;3;1;2;43;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
172;L1_Var172;Питатель 4.С55 включен;DI;Конвейер №5а;Питатель 4.С55;;3;1;2;43;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
173;L1_Var173;Питатель 4.С68 включен;DI;КМД №3;Питатель 4.С68;;3;1;2;43;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
174;L1_Var174;Питатель 4.С41 включен;DI;КМД №3;Питатель 4.С41;;3;1;2;43;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
175;L1_Var175;Питатель 4.С54 включен;DI;КМД №3;Питатель 4.С54;;3;1;2;43;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
176;L1_Var176;Питатель 4.С67 включен;DI;КМД №3;Питатель 4.С67;;3;1;2;43;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
177;L1_Var177;Питатель 4.С42 включен;DI;КМД №3;Питатель 4.С42;;3;1;2;43;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
178;L1_Var178;Питатель 4.С53 включен;DI;КМД №3;Питатель 4.С53;;3;1;2;43;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
179;L1_Var179;Питатель 4.С66 включен;DI;КМД №3;Питатель 4.С66;;3;1;2;44;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
180;L1_Var180;Вибр. 6.С55 включен;DI;КМД №3;Вибратор 6.С55;;3;1;2;44;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
181;L1_Var181;Вибр. 6.С68 включен;DI;КМД №3;Вибратор 6.С68;;3;1;2;44;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
182;L1_Var182;Вибр. 6.С67 включен;DI;Конвейер №5;Вибратор 6.С67;;3;1;2;44;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
183;L1_Var183;Вибр. 6.С53 включен;DI;Грохот №5;Вибратор 6.С53;;3;1;2;44;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
184;L1_Var184;Вибр. 6.С66 включен;DI;КСД №3;Вибратор 6.С66;;3;1;2;44;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
185;L1_Var185;Конв скребк 2.31 включен;DI;Каскад 3;Конвейер скребковый 2.31;;3;1;2;44;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
186;L1_Var186;Конв скребк 2.31 контроль скорости;DI;КСД №3;Конвейер скребковый 2.31;;3;1;2;45;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
187;L1_Var187;Конв скребк 2.31 подпор;DI;КСД №3;Конвейер скребковый 2.31;;3;1;2;45;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
188;L1_Var188;Фильтр локальный 23.34 включен;DI;КСД №3;Фильтр локальный 23.34;;3;1;2;45;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
189;L1_Var189;Фильтр локальный 23.32 включен;DI;Каскад 3;Фильтр локальный 23.32;;3;1;2;45;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
190;L1_Var190;Нория 1.9 включена;DI;Грохот №6;Нория 1.9;;3;1;2;45;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
191;L1_Var191;Нория 1.9 сбег ленты низ.;DI;Каскад 3;Нория 1.9;;3;1;2;45;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
192;L1_Var192;Нория 1.9 сбег ленты;DI;КМД №3;Нория 1.9;;3;1;2;45;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
193;L1_Var193;Нория 1.9 контроль скорости;DI;КМД №3;Нория 1.9;;3;1;2;45;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
194;L1_Var194;УОВМ-250 18.4 Включен;DI;КМД №3;УОВМ-250 18.4;;9;1;2;6;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
195;L1_Var195;УОВМ-250 18.4 Работа;DI;КМД №3;УОВМ-250 18.4;;9;1;2;6;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
196;L1_Var196;УОВМ-250 18.4 Авария;DI;КМД №3;УОВМ-250 18.4;;9;1;2;6;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
197;L1_Var197;УОВМ-250 18.4 Продукт;DI;КМД №3;УОВМ-250 18.4;;9;1;2;6;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
198;L1_Var198;Вентилятор 20.4 включена;DI;Конвейер №5а;Вентилятор 20.4;;9;1;2;6;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
199;L1_Var199;Затвор шлюзовой 22.4 включен;DI;КСД №3;Затвор шлюзовой 22.4;;9;1;2;6;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
200;L1_Var200;Контроль скорости затвора шлюзового 22.4;DI;КСД №3;Затвор шлюзовой 22.4;;9;1;2;6;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
201;L1_Var201;Заслонка 20.4.1 Открыта;DI;КСД №3;Заслонка 20.4.1;;9;1;2;7;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
202;L1_Var202;Заслонка 20.4.1 Закрыта;DI;КСД №3;Заслонка 20.4.1;;9;1;2;7;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
203;L1_Var203;Верхний уровень Б47;DI;КСД №3;Б 47;;9;1;2;7;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
204;L1_Var204;Верхний уровень Б36;DI;КСД №3;Б 36;;9;1;2;7;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
205;L1_Var205;Затвор 9.126 Открыт;DI;КСД №3;Затвор 9.126;;9;1;2;7;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
