n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
538;L1_Var538;С70- идет дозирование;Internal;;С70;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
539;L1_Var539;С71- идет дозирование;Internal;;С71;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
540;L1_Var540;Б1 24.1- идет дозирование;Internal;;Б1 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
541;L1_Var541;Б2 24.1- идет дозирование;Internal;;Б2 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
542;L1_Var542;Б3 24.1- идет дозирование;Internal;;Б3 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
543;L1_Var543;Б4 24.1- идет дозирование;Internal;;Б4 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
544;L1_Var544;Б5 24.1- идет дозирование;Internal;;Б5 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
545;L1_Var545;Б6 24.1- идет дозирование;Internal;;Б6 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
546;L1_Var546;Б7 24.1- идет дозирование;Internal;;Б7 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
547;L1_Var547;Б8 24.1- идет дозирование;Internal;;Б8 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
548;L1_Var548;Б9 24.1- идет дозирование;Internal;;Б9 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
549;L1_Var549;Б10 24.1- идет дозирование;Internal;;Б10 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
550;L1_Var550;Б11 24.1- идет дозирование;Internal;;Б11 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
551;L1_Var551;Б12 24.1- идет дозирование;Internal;;Б12 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
552;L1_Var552;Б1 24.2- идет дозирование;Internal;;Б1 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
553;L1_Var553;Б2 24.2- идет дозирование;Internal;;Б2 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
554;L1_Var554;Б3 24.2- идет дозирование;Internal;;Б3 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
555;L1_Var555;Б4 24.2- идет дозирование;Internal;;Б4 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
556;L1_Var556;Б5 24.2- идет дозирование;Internal;;Б5 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
557;L1_Var557;Б6 24.2- идет дозирование;Internal;;Б6 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
558;L1_Var558;Б7 24.2- идет дозирование;Internal;;Б7 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
559;L1_Var559;Б8 24.2- идет дозирование;Internal;;Б8 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
560;L1_Var560;Б9 24.2- идет дозирование;Internal;;Б9 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
561;L1_Var561;Б10 24.2- идет дозирование;Internal;;Б10 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
562;L1_Var562;Б11 24.2- идет дозирование;Internal;;Б11 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
563;L1_Var563;Б12 24.2- идет дозирование;Internal;;Б12 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
564;L1_Var564;Е 19.1- идет дозирование;Internal;;Е 19.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
565;L1_Var565;Е 19.6 - идет дозирование;Internal;;Е 19.6;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
566;L1_Var566;УЗ-С4 - идет дозирование;Internal;;УЗ-С4 25.5;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
567;L1_Var567;Б 37- команда на запуск питателя 4.37;Calc;;Питатель 4.37;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V513&V369;0
568;L1_Var568;Б 38- команда на запуск питателя 4.38;Calc;;Питатель 4.38;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V514&V369;0
569;L1_Var569;Б 39- команда на запуск питателя 4.39;Calc;;Питатель 4.39;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V515&V369;0
570;L1_Var570;Б 40- команда на запуск питателя 4.40;Calc;;Питатель 4.40;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V516&V369;0
571;L1_Var571;Б 41- команда на запуск питателя 4.41;Calc;;Питатель 4.41;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V517&V369;0
572;L1_Var572;Б 42- команда на запуск питателя 4.42;Calc;;Питатель 4.42;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V518&V369;0
573;L1_Var573;Б 43- команда на запуск питателя 4.43;Calc;;Питатель 4.43;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V519&V369;0
574;L1_Var574;Б 44- команда на запуск питателя 4.44;Calc;;Питатель 4.44;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V520&V369;0
575;L1_Var575;Б 45- команда на запуск питателя 4.45;Calc;;Питатель 4.45;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V521&V369;0
576;L1_Var576;С40- команда на запуск питателя 4.С40;Calc;;Питатель 4.С40;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V522&V368;0
577;L1_Var577;С41- команда на запуск питателя 4.С41;Calc;;Питатель 4.С41;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V523&V368;0
578;L1_Var578;С42- команда на запуск питателя 4.С42;Calc;;Питатель 4.С42;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V524&V368;0
579;L1_Var579;С43- команда на запуск питателя 4.С43;Calc;;Питатель 4.С43;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V525&V367;0
580;L1_Var580;С44- команда на запуск питателя 4.С44;Calc;;Питатель 4.С44;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V526&V367;0
581;L1_Var581;С45- команда на запуск питателя 4.С45;Calc;;Питатель 4.С45;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V527&V367;0
582;L1_Var582;С53- команда на запуск питателя 4.С53;Calc;;Питатель 4.С53;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V528&V368;0
583;L1_Var583;С54- команда на запуск питателя 4.С54;Calc;;Питатель 4.С54;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V529&V368;0
584;L1_Var584;С55- команда на запуск питателя 4.С55;Calc;;Питатель 4.С55;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V530&V368;0
585;L1_Var585;С56- команда на запуск питателя 4.С56;Calc;;Питатель 4.С56;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V531&V367;0
586;L1_Var586;С57- команда на запуск питателя 4.С57;Calc;;Питатель 4.С57;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V532&V367;0
587;L1_Var587;С58- команда на запуск питателя 4.С58;Calc;;Питатель 4.С58;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V533&V367;0
588;L1_Var588;С66- команда на запуск питателя 4.С66;Calc;;Питатель 4.С66;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V534&V368;0
589;L1_Var589;С67- команда на запуск питателя 4.С67;Calc;;Питатель 4.С67;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V535&V368;0
590;L1_Var590;С68- команда на запуск питателя 4.С68;Calc;;Питатель 4.С68;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V536&V368;0
591;L1_Var591;С69- команда на запуск питателя 4.С69;Calc;;Питатель 4.С69;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V537&V367;0
592;L1_Var592;С70- команда на запуск питателя 4.С70;Calc;;Питатель 4.С70;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V538&V367;0
593;L1_Var593;С71- команда на запуск питателя 4.С71;Calc;;Питатель 4.С71;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V539&V367;0
594;L1_Var594;Б1 24.1- команда на запуск шнека 1;Calc;;Шнек 1 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V540&V370;0
595;L1_Var595;Б2 24.1- команда на запуск шнека 2;Calc;;Шнек 2 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V541&V370;0
596;L1_Var596;Б3 24.1- команда на запуск шнека 3;Calc;;Шнек 3 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V542&V370;0
597;L1_Var597;Б4 24.1- команда на запуск шнека 4;Calc;;Шнек 4 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V543&V370;0
598;L1_Var598;Б5 24.1- команда на запуск шнека 5;Calc;;Шнек 5 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V544&V371;0
599;L1_Var599;Б6 24.1- команда на запуск шнека 6;Calc;;Шнек 6 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V545&V371;0
600;L1_Var600;Б7 24.1- команда на запуск шнека 7;Calc;;Шнек 7 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V546&V371;0
601;L1_Var601;Б8 24.1- команда на запуск шнека 8;Calc;;Шнек 8 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V547&V371;0
602;L1_Var602;Б9 24.1- команда на запуск шнека 9;Calc;;Шнек 9 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V548&V372;0
603;L1_Var603;Б10 24.1- команда на запуск шнека 10;Calc;;Шнек 10 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V549&V372;0
604;L1_Var604;Б11 24.1- команда на запуск шнека 11;Calc;;Шнек 11 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V550&V372;0
605;L1_Var605;Б12 24.1- команда на запуск шнека 12;Calc;;Шнек 12 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V551&V372;0
606;L1_Var606;Б1 24.2- команда на запуск шнека 1;Calc;;Шнек 1 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V552&V373;0
607;L1_Var607;Б2 24.2- команда на запуск шнека 2;Calc;;Шнек 2 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V553&V373;0
608;L1_Var608;Б3 24.2- команда на запуск шнека 3;Calc;;Шнек 3 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V554&V373;0
609;L1_Var609;Б4 24.2- команда на запуск шнека 4;Calc;;Шнек 4 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V555&V373;0
610;L1_Var610;Б5 24.2- команда на запуск шнека 5;Calc;;Шнек 5 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V556&V374;0
611;L1_Var611;Б6 24.2- команда на запуск шнека 6;Calc;;Шнек 6 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V557&V374;0
612;L1_Var612;Б7 24.2- команда на запуск шнека 7;Calc;;Шнек 7 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V558&V374;0
613;L1_Var613;Б8 24.2- команда на запуск шнека 8;Calc;;Шнек 8 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V559&V374;0
614;L1_Var614;Б9 24.2- команда на запуск шнека 9;Calc;;Шнек 9 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V560&V375;0
615;L1_Var615;Б10 24.2- команда на запуск шнека 10;Calc;;Шнек 10 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V561&V375;0
616;L1_Var616;Б11 24.2- команда на запуск шнека 11;Calc;;Шнек 11 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V562&V375;0
617;L1_Var617;Б12 24.2- команда на запуск шнека 12;Calc;;Шнек 12 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V563&V375;0
618;L1_Var618;Е 19.1- команда на запуск насоса;Calc;;Е 19.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V564&V564;0
619;L1_Var619;Е 19.6 - команда на запуск насоса;Calc;;Е 19.6;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V565&V565;0
620;L1_Var620;УЗ-С4 -  команда на запуск;Calc;;УЗ-С4 25.5;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V566&V566;0
621;L1_Var621;Весы 7.2 Задание веса (кг);Internal;;Весы 7.2 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
622;L1_Var622;Весы 7.3 Задание веса (кг);Internal;;Весы 7.3 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
623;L1_Var623;Весы 7.7 Задание веса (кг);Internal;;Весы 7.7 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
624;L1_Var624;Весы 24.1 Задание веса (кг);Internal;;Дозирование 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
625;L1_Var625;Весы 2 24.1 Задание веса (кг);Internal;;Дозирование 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
626;L1_Var626;Весы 3 24.1 Задание веса (кг);Internal;;Дозирование 3 24.1 (Шнеки 9..12);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
627;L1_Var627;Весы 24.2 Задание веса (кг);Internal;;Дозирование 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
628;L1_Var628;Весы 2 24.2 Задание веса (кг);Internal;;Дозирование 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
629;L1_Var629;Весы 3 24.2 Задание веса (кг);Internal;;Дозирование 3 24.2 (Шнеки 9..12);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
630;L1_Var630;Расход масла Задание веса (л);Internal;;Е 19.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
631;L1_Var631;Расход воды Задание веса (л);Internal;;Е 19.6;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
632;L1_Var632;Весы УЗ-С4 Задание веса (кг);Internal;;УЗ-С4 25.5;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;0,001;;;;;;;;;256
633;L1_Var633;Весы 7.2 Вес тары (кг);Calc;;Весы 7.2 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V693<2?V633:V313;0
634;L1_Var634;Весы 7.3 Вес тары (кг);Calc;;Весы 7.3 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V694<2?V634:V314;0
635;L1_Var635;Весы 7.7 Вес тары (кг);Calc;;Весы 7.7 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V695<2?V635:V315;0
636;L1_Var636;Весы 24.1 Вес тары (кг);Calc;;Дозирование 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V696<2?V636:V371;0
637;L1_Var637;Весы 7.2 Процент выполнения дозы (%);Calc;;Весы 7.2 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;70;90;;;;;V621=0?0:(V313-V633+V645)/V621;3072
638;L1_Var638;Весы 7.3 Процент выполнения дозы (%);Calc;;Весы 7.3 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;70;90;;;;;V622=0?0:(V314-V634+V646)/V622;3072
639;L1_Var639;Весы 24.2 Вес тары (кг);Calc;;Дозирование 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V699<2?V639:V374;0
640;L1_Var640;Весы 7.7 Процент выполнения дозы (%);Calc;;Весы 7.7 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;70;90;;;;;V623=0?0:(V315-V635+V647)/V623;3072
641;L1_Var641;Весы 3 24.2 Вес тары (кг);Calc;;Дозирование 3 24.2 (Шнеки 9..12);;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;70;90;;;;;V701<2?V641:V362;3072
